ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
97,0.061127786,0.01895832,0.016940504,0.0030513736,0.165897,0.05668699,0.00079926336,0.41352525,0.15721023,0.7665134,0.006216736,0.0036148592,0.7131476,0.008519447,0.011656499,0.04328374,0.00056362484,0.099026896,0.029336255,0.0023227062,0.004201727,0.35698447,0.0062709935,0.008333582
98,0.26375622,0.043830846,0.045213427,0.0100240465,0.84074354,0.120153114,0.0048566777,0.5202488,0.16004242,0.1988249,0.0060206247,0.027705766,0.004207581,0.010827581,0.0034828978,0.009968481,0.000477389,0.12595259,0.03692146,0.0033038997,0.020378347,0.05209975,0.009316797,0.0033356703
105,0.10200482,0.026085125,0.0052163834,0.011098432,0.45687166,0.39060828,0.002740224,0.80002874,0.009479734,0.025025021,0.37989998,0.0045051626,0.014052021,0.0038847516,0.011545234,0.0103785535,0.000477389,0.026303383,0.018019756,0.0014729839,0.017840507,0.36079553,0.0033599713,0.0028957867
115,0.03924378,0.034350667,0.042305626,0.014780102,0.56163687,0.022543218,0.0039927256,0.6510002,0.08390877,0.09916144,0.007812884,0.005725133,0.25332525,0.030705975,0.019622803,0.08925034,0.0019480435,0.15620996,0.05724498,0.00875714,0.022002006,0.103425205,0.0128432065,0.0063396306
116,0.064288765,0.29107225,0.026360497,0.00547467,0.12785938,0.06426012,0.022163598,0.5902319,0.058601744,0.0503769,0.003420865,0.010101004,0.017772615,0.0057425774,0.003444213,0.022753028,0.000477389,0.14289238,0.06305582,0.006734207,0.0021193146,0.1623737,0.00848818,0.010539703
117,0.12948118,0.1436639,0.036997233,0.0021003205,0.7229298,0.2535806,0.011859652,0.06783342,0.045346305,0.07264445,0.007927393,0.0032660598,0.23327829,0.008490757,0.021985738,0.050782632,0.000477389,0.05067193,0.7217981,0.0031828557,0.002574796,0.28157556,0.0029641984,0.009007174
125,0.18610501,0.027928464,0.007851932,0.027533138,0.8282482,0.21007074,0.012888657,0.40612835,0.051674854,0.031588092,0.019422108,0.0077290847,0.030133376,0.011940705,0.051067937,0.05726654,0.002299328,0.257406,0.06618641,0.06966573,0.015429108,0.1894223,0.01243873,0.016388437
126,0.42447558,0.030237809,0.007438762,0.028648954,0.27382165,0.65324044,0.0028510534,0.5517262,0.04048439,0.031376842,0.0033535408,0.011920306,0.03594695,0.015444711,0.012750272,0.010625729,0.0019480435,0.06467673,0.049781162,0.0038047764,0.020042518,0.54284257,0.023287537,0.016184982
130,0.08202201,0.13590407,0.021521833,0.010412102,0.6683656,0.05509544,0.0041689514,0.62266815,0.03531823,0.07222645,0.008339657,0.0126338145,0.108974,0.0102374,0.016450953,0.01943543,0.000477389,0.28156233,0.035605043,0.006541942,0.005760812,0.1181726,0.010184794,0.008402379
133,0.06863704,0.078939855,0.0074630096,0.00676493,0.23165748,0.7675433,0.0037059777,0.45225942,0.025518531,0.023559932,0.0090780435,0.0039324476,0.061641186,0.018752173,0.0067293257,0.052021127,0.000477389,0.07469731,0.03633482,0.0069261347,0.004159531,0.5080769,0.016261091,0.010207883
137,0.14291155,0.086341195,0.0051318784,0.011496042,0.30159026,0.04048078,0.0050639226,0.59319234,0.0704531,0.077821605,0.018603863,0.018845148,0.0064763757,0.009643206,0.011892963,0.033199724,0.000477389,0.061056115,0.019114973,0.0026914058,0.26397017,0.06653062,0.005757732,0.0041548093
138,0.24717759,0.104706965,0.0039641787,0.023058001,0.44665083,0.91065204,0.004934015,0.28365943,0.0151311625,0.025806924,0.026260283,0.012840632,0.43505913,0.040211674,0.036583405,0.28810707,0.000477389,0.013063479,0.06798773,0.0068506747,0.030084152,0.7313682,0.0033488553,0.016662914
140,0.039011426,0.19235848,0.0068502757,0.0079025645,0.4924974,0.13126214,0.0031590448,0.60052097,0.021319538,0.039046716,0.068320945,0.004905992,0.016271017,0.0056114146,0.0056954445,0.038839042,0.000477389,0.15180914,0.029572716,0.0045593395,0.0051566893,0.15187263,0.004382657,0.003727792
141,0.66217583,0.09808293,0.020258788,0.0033376603,0.37876174,0.18761632,0.0006795634,0.17676057,0.029879803,0.029299088,0.009848108,0.011014319,0.021473596,0.008240477,0.024909183,0.02612294,0.000477389,0.015194007,0.033914253,0.004598006,0.003716848,0.6108948,0.011011831,0.017896691
145,0.065126546,0.08742897,0.03630899,0.01318117,0.19317797,0.007210218,0.0029006426,0.6634717,0.062519796,0.09170152,0.007656946,0.010734139,0.016450714,0.009202694,0.019515174,0.028657127,0.000477389,0.19602701,0.7617718,0.0012489805,0.00595921,0.07384261,0.0064290348,0.0047618416
147,0.0135066165,0.028763864,0.026002895,0.037958194,0.5886364,0.035731234,0.0038108046,0.79650843,0.047439177,0.0834804,0.0038898638,0.0040378976,0.01973969,0.046300482,0.0068359934,0.057076927,0.0005826298,0.2184453,0.07043613,0.006163592,0.009497068,0.13889568,0.0061743767,0.01581238
148,0.030945657,0.044179205,0.018812258,0.027408343,0.87113756,0.03673436,0.013057646,0.36802787,0.043974794,0.04289131,0.008250108,0.011923119,0.035207514,0.03787408,0.09714684,0.023057142,0.000477389,0.17822957,0.016475791,0.0054783677,0.015874872,0.046951793,0.012973036,0.025662258
153,0.11586971,0.04972896,0.03084378,0.029079081,0.37822887,0.078145154,0.105208494,0.608377,0.07074256,0.12634034,0.0019042786,0.01120815,0.066070415,0.03434656,0.014202391,0.037511554,0.0007050648,0.10887982,0.03952331,0.051913686,0.018301846,0.09748796,0.015613499,0.0051945895
154,0.035311162,0.017306542,0.016561214,0.009106221,0.48822933,0.043634314,0.012552519,0.4475161,0.035316084,0.03104631,0.003569103,0.0051335604,0.2479022,0.03412389,0.026683908,0.053698078,0.000477389,0.20100532,0.04351085,0.0021848143,0.0055293143,0.40266666,0.0068148733,0.0063855615
155,0.040409382,0.019689502,0.009388385,0.12536123,0.5674767,0.05089981,0.01781888,0.34042817,0.042581435,0.025281312,0.00562483,0.013188801,0.05366676,0.024762075,0.014696416,0.0335143,0.0019480435,0.43003953,0.008968409,0.007594566,0.020521557,0.25990045,0.01575118,0.013907544
158,0.47857624,0.34362948,0.0125477435,0.023854956,0.07734254,0.04459065,0.04046279,0.25989673,0.019831304,0.035274528,0.0039954437,0.025257953,0.40615946,0.0066021727,0.022509146,0.041882977,0.000477389,0.07310058,0.9592037,0.002632042,0.002534699,0.76484406,0.0051540215,0.0046403613
159,0.3158702,0.09493725,0.004845037,0.0065921694,0.15103166,0.02561477,0.0043198043,0.5580379,0.05561883,0.029467281,0.007729074,0.022709655,0.13802826,0.019439902,0.023678886,0.064422034,0.000477389,0.0761626,0.010732438,0.0051532583,0.005732871,0.22395913,0.0089112865,0.006450562
161,0.085537866,0.059024327,0.011738464,0.017545292,0.23599568,0.03175459,0.0029339124,0.4636464,0.03213784,0.061790537,0.0036230725,0.007755129,0.12734665,0.022695843,0.04585437,0.08499029,0.000477389,0.13419662,0.016927034,0.0068651754,0.0080260895,0.24941042,0.005569946,0.013484764
162,0.011746013,0.0176578,0.007939684,0.016970826,0.55485713,0.056434553,0.0012188462,0.7402984,0.07227895,0.077310726,0.008895252,0.005414999,0.041656993,0.016590703,0.057136238,0.05190931,0.000477389,0.5673918,0.0120289335,0.004176191,0.004729815,0.03866718,0.0042131026,0.012956994
163,0.038625926,0.014126166,0.014263063,0.054367855,0.48848215,0.33666492,0.056674387,0.7379536,0.01052197,0.040290505,0.0026652894,0.007001312,0.0076967687,0.08117146,0.00803965,0.029916126,0.0005826298,0.19922958,0.014017802,0.006409734,0.034995142,0.119490355,0.0043921447,0.0043844613
182,0.02458456,0.024040751,0.0029126103,0.014689784,0.23548476,0.061062634,0.00087250676,0.5565586,0.011331727,0.0223888,0.03352967,0.0069674305,0.006363785,0.0011367963,0.033521064,0.124710605,0.000477389,0.8703472,0.01979311,0.0013684962,0.0016852891,0.27670103,0.0036809614,0.0068699727
187,0.20696382,0.033393025,0.007247275,0.0023884748,0.2955587,0.17889833,0.0013788844,0.7269963,0.03165878,0.04315562,0.0061651226,0.004002207,0.050142255,0.0024948497,0.0035897954,0.021327738,0.00056362484,0.05569099,0.015160118,0.0005184732,0.0060023325,0.114467636,0.010140818,0.0023520992
189,0.052922085,0.07312152,0.011648668,0.0263675,0.7979255,0.082783274,0.008630027,0.32211447,0.14068763,0.030779155,0.0068387105,0.015353069,0.10424233,0.018779267,0.028524345,0.03302682,0.000477389,0.10200215,0.023923462,0.009693112,0.024513114,0.17419136,0.01490957,0.014409283
190,0.014697839,0.053274397,0.0429585,0.0040813056,0.77687925,0.01702301,0.001479385,0.5842661,0.1321815,0.06508321,0.010393526,0.0044955662,0.0033767358,0.0045298915,0.018939085,0.005916412,0.000477389,0.52696055,0.024486054,0.0037102709,0.0055479803,0.037732605,0.0028265358,0.004657643
193,0.026404483,0.016647631,0.011735323,0.017999059,0.2845316,0.022076441,0.012017871,0.944921,0.030514682,0.02756542,0.007930345,0.017708698,0.006752443,0.013510904,0.008971296,0.024277296,0.000477389,0.64450634,0.020396546,0.0020485774,0.0063454728,0.09920298,0.009245933,0.012824172
194,0.09986003,0.14102812,0.009538086,0.003183623,0.1875705,0.02424962,0.0015919859,0.1556795,0.07511399,0.31760058,0.0055079493,0.0014037624,0.69126993,0.00652593,0.0026924207,0.2387154,0.0019480435,0.03414907,0.3714088,0.0032333392,0.0033940629,0.2625044,0.0030841907,0.003365424
197,0.0682803,0.031054351,0.011761991,0.012605639,0.7830591,0.07666252,0.046355825,0.34085658,0.037595503,0.019939177,0.0027795448,0.02894674,0.027359307,0.01863564,0.010231518,0.047147244,0.0019480435,0.36304894,0.027486391,0.018449571,0.023410246,0.09219909,0.013877162,0.015770003
201,0.15324184,0.013226437,0.009630537,0.011678635,0.24955754,0.566164,0.011270536,0.45111665,0.018405553,0.020107722,0.011768527,0.010518406,0.04508143,0.015684623,0.02849426,0.19962925,0.0019480435,0.20970052,0.01800815,0.0105032995,0.018988164,0.57001597,0.01595633,0.009163122
202,0.06665518,0.08660438,0.014008717,0.008872203,0.7702319,0.0819513,0.017005999,0.14131886,0.061901633,0.021725995,0.006099889,0.0061380104,0.011563554,0.1326173,0.032707512,0.011522337,0.000477389,0.25937906,0.016784972,0.0032835277,0.009098999,0.0458951,0.019027188,0.014541215
204,0.1964686,0.10202657,0.0031938718,0.0059538824,0.2653709,0.11646415,0.002590058,0.48883307,0.01502586,0.012566895,0.024037797,0.016253015,0.07566473,0.0100641055,0.014026498,0.060034197,0.000477389,0.15143558,0.01604129,0.0016265514,0.00525541,0.26217976,0.1428616,0.8108909
206,0.012571937,0.0159538,0.006396162,0.008966333,0.49193043,0.0486041,0.0070583588,0.4968948,0.012725524,0.026620988,0.0057194545,0.0036234083,0.028168388,0.006736714,0.017271072,0.030846316,0.000477389,0.2558199,0.00230244,0.0040962566,0.006903227,0.15025707,0.0024123176,0.0022919658
207,0.0662679,0.03542047,0.02285712,0.057788733,0.42506382,0.048549257,0.17341506,0.30976295,0.0606813,0.035183657,0.0036246825,0.008094117,0.037737418,0.037241396,0.017344113,0.030260589,0.000477389,0.18910593,0.044603936,0.017302357,0.020036817,0.048275866,0.022784533,0.020485392
213,0.01687381,0.07324233,0.08491157,0.010628456,0.58980936,0.04499064,0.029771766,0.63697,0.20222472,0.27753758,0.0041138385,0.0038693487,0.08285329,0.02982559,0.01338956,0.0151504595,0.000477389,0.63200665,0.027165407,0.0073577384,0.007585303,0.055256497,0.013491026,0.0044655534
224,0.033530645,0.034240242,0.017165467,0.03823901,0.45751974,0.09979036,0.005293367,0.8650527,0.053415928,0.095904544,0.018667808,0.0046003484,0.015935304,0.0054918444,0.012737234,0.03943616,0.000477389,0.098968394,0.08925817,0.0031403375,0.012747463,0.17170022,0.0053357095,0.0065028677
225,0.10539113,0.07256156,0.023636026,0.003005057,0.066189475,0.040952582,0.0010622425,0.6068224,0.014449231,0.010489913,0.041138977,0.033896375,0.0067624347,0.0016668147,0.012491353,0.009821208,0.000477389,0.6273481,0.049656343,0.002114061,0.0025939855,0.5144046,0.13707139,0.0050794007
226,0.088625856,0.058361355,0.010165477,0.004205657,0.7482366,0.16146328,0.0030847345,0.5572488,0.04583223,0.047752824,0.012500066,0.015570763,0.014978592,0.013739277,0.031074591,0.040541507,0.0019480435,0.28390184,0.012058635,0.001679076,0.0069063297,0.12014689,0.012148361,0.01160674
232,0.28250661,0.6085433,0.19337066,0.024736501,0.4297299,0.06482638,0.009255556,0.48260117,0.10856601,0.20561813,0.0061276522,0.019385993,0.015413454,0.006158024,0.024409568,0.013646428,0.00056362484,0.33774474,0.04064409,0.0029269336,0.043365117,0.074001744,0.019104216,0.012714194
234,0.055151585,0.046464898,0.0052704257,0.013412623,0.5500397,0.05998789,0.004926511,0.6289452,0.03594919,0.035661206,0.014096857,0.016354404,0.0342398,0.011698234,0.027594384,0.015928904,0.0007050648,0.23706345,0.012382968,0.07897977,0.0061101196,0.23257087,0.007463981,0.0054062717
235,0.09736249,0.038309902,0.016872853,0.036937688,0.39160624,0.07559692,0.15792543,0.3265326,0.045926567,0.050142843,0.0042428137,0.023436582,0.06530464,0.05139927,0.015204507,0.051702235,0.0007050648,0.098161586,0.039363433,0.028896866,0.024172561,0.19708866,0.017084373,0.009268792
236,0.23263025,0.16102865,0.042739753,0.004552575,0.28637016,0.015467938,0.011870945,0.08998858,0.05728187,0.42079628,0.003963151,0.020663824,0.020618327,0.002398274,0.010499024,0.008085217,0.0005826298,0.044455215,0.44625828,0.003029959,0.002144052,0.05807557,0.102727436,0.0026667793
249,0.4952502,0.13896653,0.045425367,0.031283654,0.0530571,0.14082633,0.023671253,0.30028206,0.03663565,0.050545078,0.008602374,0.16915822,0.01059119,0.010839508,0.0051211095,0.017868577,0.000477389,0.03787513,0.4815603,0.0021016393,0.9468812,0.13591222,0.024528295,0.011826866
255,0.042841204,0.026901972,0.0068793357,0.0017278845,0.45554945,0.039688695,0.0033761086,0.43490556,0.034615833,0.07308352,0.0023659833,0.0041471478,0.093682416,0.0040015914,0.04769476,0.30378962,0.00056362484,0.42201608,0.11421752,0.0054255975,0.0019465041,0.20984858,0.004714421,0.015816387
258,0.18631291,0.042700898,0.007849473,0.01793258,0.23253956,0.66740966,0.003466598,0.6173119,0.008457711,0.013300632,0.004234558,0.009439331,0.06507531,0.015075942,0.012000174,0.060368653,0.000477389,0.045528315,0.013119943,0.0069637164,0.0069775726,0.67065614,0.0026999614,0.052046306
260,0.10216608,0.08862361,0.027161809,0.12223367,0.28140414,0.047362257,0.15732014,0.117646016,0.046933416,0.034874924,0.0036767425,0.2473411,0.0264712,0.019523753,0.058896918,0.03072671,0.0019480435,0.089428976,0.021907642,0.03315989,0.053821225,0.06688786,0.080632664,0.028315125
262,0.2730087,0.15699981,0.011714702,0.045651898,0.23716517,0.07365515,0.014924985,0.49279705,0.10401774,0.025970114,0.012720001,0.012518663,0.034022562,0.015955191,0.05406574,0.016414415,0.000477389,0.14737001,0.018390143,0.0060260147,0.012484913,0.103598125,0.13803339,0.0078000273
264,0.10985667,0.22397564,0.018846193,0.5078158,0.33495453,0.10100508,0.083034,0.6135489,0.060275707,0.021780185,0.00238389,0.09174899,0.032252576,0.055299215,0.015632823,0.024624214,0.00237672,0.20555134,0.021812491,0.0046145786,0.9440182,0.031206032,0.018258981,0.012366685
269,0.018355556,0.008607837,0.0012453011,0.0064748386,0.62219405,0.19282332,0.0007025014,0.7565467,0.011004247,0.01235036,0.013557678,0.006860379,0.007198179,0.0025433262,0.0053992076,0.040719796,0.00056362484,0.77563834,0.0065219216,0.0010537826,0.0017439324,0.060823616,0.0011068085,0.0021785186
271,0.015261579,0.10264874,0.0066429344,0.004780517,0.30910835,0.03476159,0.0009251473,0.7252945,0.088176824,0.046743724,0.0138797145,0.0027027451,0.05663855,0.014537546,0.012293575,0.04572917,0.000477389,0.5204856,0.021560095,0.0038006809,0.0032062286,0.0972138,0.0031557009,0.006737477
276,0.28424382,0.8709412,0.11853891,0.010762117,0.14009151,0.010309541,0.0019759003,0.3718282,0.18914294,0.37897736,0.025217552,0.04142608,0.01212347,0.006324674,0.06100536,0.022442732,0.000477389,0.33825654,0.049590807,0.0045147105,0.0028652193,0.029666789,0.024221597,0.02625888
277,0.014405858,0.039596185,0.017745664,0.012985346,0.5415482,0.056850538,0.0030517497,0.44080743,0.3235068,0.056076743,0.019345073,0.004259877,0.03577853,0.015560569,0.008658021,0.05129439,0.0019480435,0.25970837,0.010189188,0.0045371004,0.006022848,0.22779234,0.004148751,0.0059793945
281,0.0066363616,0.024086433,0.038451865,0.0042329095,0.25891358,0.01377876,0.0047913096,0.70202863,0.07400165,0.2538134,0.011177457,0.0023211322,0.00659424,0.10742083,0.018011216,0.017619124,0.000477389,0.32248503,0.08492076,0.0027416497,0.004805135,0.032467376,0.001422863,0.0037797506
282,0.027184695,0.05181285,0.0040188655,0.019919211,0.30992457,0.098885655,0.0029137337,0.8027135,0.026333006,0.0128971785,0.020421622,0.009173848,0.042526446,0.009430921,0.04167994,0.20567085,0.00056362484,0.3654645,0.02649342,0.0039623096,0.007970195,0.10082646,0.0062549585,0.0067142416
285,0.058309946,0.13758546,0.027672138,0.026864065,0.5325335,0.07819606,0.035428073,0.4068685,0.15049718,0.063591525,0.0044937804,0.010535596,0.09044877,0.020834818,0.026250292,0.06092824,0.0007050648,0.1923934,0.09131413,0.0197695,0.013564325,0.1600808,0.006629361,0.0025659427
294,0.33419707,0.08105839,0.010995205,0.013759588,0.29307443,0.43468672,0.01475871,0.60893893,0.029739028,0.022737479,0.035483416,0.020018404,0.026738198,0.014787242,0.00777232,0.0864709,0.000477389,0.096449845,0.0409821,0.0046036206,0.0076826257,0.28972065,0.0070831794,0.004911769
301,0.069717,0.049677406,0.030734636,0.066511005,0.6253452,0.035559226,0.041097924,0.3512982,0.08802198,0.054959763,0.0042622862,0.026542015,0.026749004,0.03070093,0.01277503,0.021073874,0.0019480435,0.31518596,0.0352029,0.015940823,0.042643853,0.05650278,0.016933534,0.015559635
302,0.016326737,0.024086444,0.004823368,0.038027253,0.260912,0.057454053,0.013705712,0.83429646,0.014039983,0.016189773,0.013772794,0.015911797,0.14126812,0.0046121767,0.0031472745,0.1858158,0.0005826298,0.074615054,0.015029839,0.0004686398,0.0031729813,0.6815914,0.13989411,0.0021865894
306,0.060206905,0.059129484,0.050936162,0.013482774,0.47649843,0.048663102,0.0017155992,0.46041882,0.1602108,0.043107692,0.007784329,0.0043068817,0.01248596,0.01988535,0.0027105992,0.17532955,0.000477389,0.48389733,0.01364028,0.0042564156,0.010613284,0.054089025,0.0033417554,0.010191656
317,0.03913382,0.03593047,0.010606166,0.082051285,0.59050816,0.14082716,0.050614,0.58327955,0.022803608,0.09169068,0.0062298537,0.083019756,0.011639163,0.07132186,0.03879785,0.030010441,0.00056362484,0.26041248,0.0271048,0.013024904,0.042730175,0.07267068,0.026581112,0.01437941
329,0.39368656,0.114044845,0.010915082,0.009459312,0.2133204,0.40683475,0.0021040165,0.6501121,0.011507563,0.048012942,0.0040441593,0.004969415,0.010761867,0.007789225,0.0042005223,0.0061028674,0.000477389,0.1521615,0.009903379,0.0033908158,0.010974266,0.17361301,0.0036353546,0.0036076321
331,0.16534252,0.13386515,0.031547107,0.055427548,0.20469932,0.03979279,0.02147502,0.41459122,0.08346313,0.09911079,0.002980473,0.032597248,0.488019,0.01612824,0.037490617,0.051708907,0.00056362484,0.10960571,0.08067732,0.0140066035,0.013466921,0.16814706,0.009345832,0.024318993
